FrameTime,GPUTime,GameThreadTime,GPU/LumenReflections,GPU/LumenScreenProbeGather,GPU/ShadowDepths,GPU/TemporalSuperResolution,GPUMem/LocalUsedMB,GPUMem/LocalBudgetMB
24.3417,20.1511,4.8372,1.7398,0.012900,1.2262,3.0586,3602.7969,5153
20.4204,20.7488,4.6548,2.0213,0.010000,0.8782,3.0791,3603.7344,5153
19.6937,20.7131,5.3771,1.7529,0.012200,1.0030,3.0772,3603.7344,5153
22.5459,19.7589,7.7796,1.9588,0.009800,0.8567,3.0762,3603.7344,5153
19.4679,20.5838,9.5060,1.8759,0.010500,0.9548,3.0638,3603.7344,5153
19.2653,19.7841,4.6571,1.8145,0.009500,0.9117,3.0413,3603.7344,5153
22.4430,20.6001,4.6092,1.6885,0.011200,0.8948,3.0720,3603.7344,5153
18.5218,19.9416,6.4986,1.7552,0.009900,0.9142,3.1344,3603.7344,5153
25.1140,20.9392,4.8505,1.7325,0.009000,0.9367,3.0885,3603.7344,5153
19.1912,19.6557,5.3976,2.0030,0.010700,0.9499,3.0657,3603.7344,5153
21.5609,20.7316,7.1000,1.6477,0.010600,1.0798,3.0874,3603.7344,5153
22.1088,20.0760,6.1349,1.6569,0.009400,1.1987,3.0679,3603.7344,5153
20.9792,20.3406,9.8274,1.7347,0.011000,0.9853,3.1110,3604.7344,5153
19.3312,19.8230,5.6967,1.7921,0.010800,1.0523,3.0259,3604.7344,5153
22.6659,20.2765,7.6819,1.8985,0.009600,0.8973,3.0321,3604.7344,5153
18.6952,19.9389,4.5011,1.5932,0.009900,1.1319,3.0525,3604.7344,5153
24.9618,20.6096,6.3303,1.9876,0.009400,0.9199,3.0607,3604.7344,5153
18.2145,19.7693,6.1453,2.0408,0.009800,1.0399,3.1140,3604.7344,5153
21.7436,20.0808,8.3295,1.7530,0.010300,1.0226,3.0770,3604.7344,5153
20.4622,19.8068,4.9704,1.5812,0.013200,1.2969,3.1171,3604.7344,5153
23.5544,20.4743,6.2667,1.8494,0.010400,1.0355,3.1100,3604.7344,5153
19.5031,19.9445,4.5201,1.6445,0.010300,1.1284,3.2154,3604.7344,5153
22.0575,20.3973,6.3306,1.7009,0.009900,0.9311,3.1436,3604.7344,5153
21.3751,20.4754,5.2742,1.5472,0.013100,1.0693,3.1579,3604.7344,5153
19.6362,20.4995,8.1368,1.8401,0.009600,0.5885,2.8928,3604.7344,5153
1054.5594,20.9076,25.4190,1.9506,0.014300,1.0896,2.9000,3604.7344,5153
6.0511,19.8301,489.5444,1.9703,0.010000,0.9350,3.0833,3604.8594,5153
7.4775,19.8301,5.5278,1.9896,0.014200,0.9168,3.1068,0,0
10.6550,19.8301,4.9291,2.1187,0.010100,0.9795,3.0955,3604.8594,5153
17.8645,18.9126,3.8431,2.0684,0.009900,0.9459,3.1089,3604.8594,5153
20.8920,19.0668,5.1276,1.8195,0.011300,0.9798,3.1785,3604.8594,5153
21.0213,19.8518,4.1680,1.7326,0.011100,0.9445,3.0054,3604.8594,5153
21.2836,20.1939,4.3210,1.6895,0.013300,0.8627,3.0668,3604.8594,5153
20.0519,20.1452,4.3792,1.8946,0.010800,0.9181,3.0802,3604.8594,5153
22.9544,20.2437,6.1250,1.7224,0.009400,0.9964,3.0833,3609.7344,5153
21.7298,19.0879,4.7169,1.5013,0.010100,0.9748,3.1651,3610.7344,5153
20.7073,19.6313,5.7684,1.8206,0.010300,0.9263,3.0013,3610.7344,5153
19.8693,20.0280,5.1613,1.7224,0.010100,1.0441,3.0137,3610.7344,5153
22.3351,20.1268,5.4273,1.7614,0.012300,0.9847,3.0955,3610.7344,5153
19.0014,19.7962,6.0127,1.5913,0.011900,1.2985,3.2358,3610.7344,5153
22.0203,19.8143,6.5111,1.7306,0.011100,0.9659,3.0904,3610.7344,5153
19.6362,19.4943,5.7330,1.6856,0.010000,0.9870,3.0966,3610.7344,5153
21.6101,20.2033,5.6658,1.7736,0.009900,0.9783,3.0925,3610.7344,5153
21.7325,19.9253,5.4567,1.9466,0.010900,1.0318,3.0925,3610.9844,5153
20.4556,20.4089,5.6025,1.8861,0.010800,0.9527,3.2481,3610.9844,5153
19.4183,19.6886,5.5958,1.6937,0.010100,0.9633,3.3058,3610.9844,5153
22.0533,20.5132,7.3136,1.5257,0.011100,1.1750,3.4131,3610.9844,5153
20.0672,19.9694,4.9099,1.7081,0.013100,0.9375,3.5256,3610.9844,5153
23.0762,20.9322,4.0639,1.6271,0.022500,1.0516,3.1600,3610.9844,5153
19.7872,19.0837,5.4928,1.8443,0.010200,1.0168,3.1098,3610.9844,5153
21.1149,19.3923,4.3760,1.7418,0.010000,0.9840,3.1355,3611.9844,5153
21.5155,19.7228,5.4041,1.6752,0.011400,1.2184,3.1507,3611.9844,5153
18.9157,20.3773,4.8267,1.7213,0.010500,1.1425,3.0627,3611.9844,5153
21.0831,19.7924,6.7101,1.7725,0.009700,0.9401,3.2204,3611.9844,5153
21.5158,20.2965,4.6876,1.7705,0.010000,0.9479,3.2829,3611.9844,5153
20.8743,20.1831,4.7107,2.0100,0.009900,0.8024,3.4930,3611.9844,5153
20.9302,19.9671,4.4101,1.7747,0.011000,1.1398,3.1007,3611.9844,5153
24.2747,19.9788,6.0635,1.8361,0.009800,1.0112,3.1079,3611.9844,5153
18.5128,19.5338,4.7676,1.7787,0.009800,1.0147,3.0791,3611.9844,5153
20.5045,19.8661,6.5712,1.6845,0.017800,0.9708,3.1161,3611.9844,5153
20.8746,19.9868,4.3708,1.8924,0.010400,1.0051,3.0986,3611.9844,5153
21.3875,19.9166,5.7678,1.7071,0.010100,0.9953,3.2451,3611.9844,5153
19.1799,19.8027,4.7573,1.6485,0.010400,1.0713,3.2379,3611.9844,5153
21.8651,20.0038,6.3378,1.6496,0.010500,0.9551,3.2595,3611.9844,5153
20.5384,20.4407,5.0360,1.7264,0.011400,1.1844,3.2789,3611.9844,5153
22.2089,20.1559,5.7088,1.7335,0.011600,0.8625,3.2521,3611.9844,5153
19.4382,19.3608,4.3632,1.7017,0.010700,1.0314,3.3628,3611.9844,5153
21.0993,19.6473,5.5951,1.8248,0.010600,1.1202,3.3659,3611.9844,5153
17.9501,19.4790,5.0968,1.7694,0.009800,0.9883,3.3792,3612.8594,5153
22.5738,19.6109,5.9114,1.7530,0.009800,1.1763,3.3566,3612.8594,5153
19.5224,19.5766,6.8001,1.6435,0.011600,1.1209,3.3772,3612.8594,5153
22.7881,20.3197,4.4789,1.5492,0.012700,1.0509,3.3821,3612.8594,5153
20.2374,20.1400,5.3601,1.7439,0.011200,1.1540,3.3628,3612.8594,5153
19.8192,20.4125,6.1250,1.9497,0.010300,0.9690,3.3833,3612.8594,5153
21.2843,20.3060,6.7061,1.8627,0.011900,1.0717,3.4313,3612.9844,5153
21.5185,20.0528,6.3996,1.7776,0.019900,0.9650,3.3916,3612.9844,5153
20.5580,20.0575,4.4282,2.0285,0.010300,0.9296,3.5462,3612.9844,5153
21.7747,19.8945,6.1835,1.7890,0.011100,1.1017,3.3649,3612.9844,5153
19.5536,20.5380,6.3311,1.8167,0.010300,1.0536,3.1712,3613.9844,5153
21.7592,20.3734,5.9235,1.7479,0.010600,1.0589,3.1447,3613.9844,5153
22.4249,20.4123,6.8798,1.7039,0.009800,1.3411,3.3188,3613.9844,5153
23.4409,20.6637,7.1263,1.6332,0.010000,1.1381,3.1672,3613.9844,5153
18.0969,20.4937,6.3213,1.7285,0.010500,1.3636,3.1785,3613.9844,5153
21.9898,20.5387,4.0759,1.5932,0.010800,1.2732,3.3198,3613.9844,5153
22.9504,20.8699,7.7578,1.8360,0.012900,0.9906,3.2737,3613.9844,5153
19.9029,20.2487,5.7612,1.5503,0.010400,1.0411,3.2707,3613.9844,5153
23.2522,20.5638,6.1025,1.6588,0.010000,0.9558,3.2716,3613.9844,5153
20.9848,20.4569,4.5168,1.5033,0.011200,1.1707,3.3158,3613.9844,5153
21.7752,20.5499,5.2352,1.7253,0.012200,1.1354,3.3557,3613.9844,5153
20.9749,19.5784,4.0274,1.6374,0.020300,1.0938,3.2860,3613.9844,5153
18.4148,19.7182,4.5063,1.5995,0.009900,1.4299,3.2953,3613.9844,5153
24.7865,19.8361,5.5649,1.7490,0.010100,1.0911,3.1366,3613.9844,5153
20.6844,19.9834,5.3422,1.6589,0.010500,1.1497,3.1262,3613.9844,5153
17.0757,19.3909,6.0226,1.6834,0.011200,0.9682,3.1015,3613.9844,5153
23.0554,19.5798,5.3800,1.8833,0.011900,0.9938,3.1059,3613.9844,5153
20.2521,20.3067,4.2704,1.7265,0.010800,0.9380,3.0965,3613.9844,5153
21.1369,20.1498,7.1850,1.6978,0.009700,0.9182,3.0813,3613.9844,5153
22.3837,19.9441,6.1371,1.6467,0.009500,1.2014,3.2788,3613.9844,5153
19.9037,20.3325,9.4417,1.7275,0.011500,1.2022,3.2747,3613.9844,5153
21.3820,20.3121,3.8730,1.5760,0.010700,1.3282,3.2696,3613.9844,5153
20.1708,20.6536,7.5933,1.6640,0.011500,1.1954,3.2563,3613.9844,5153
21.2930,20.3471,4.9435,1.8094,0.010500,0.8703,3.2605,3613.9844,5153
21.4082,19.5412,5.8410,1.7163,0.011900,1.1481,3.2316,3613.9844,5153
23.6979,19.8258,7.9876,1.7653,0.009800,1.0910,3.3474,3613.9844,5153
17.8632,19.6858,5.7861,1.8944,0.011100,1.1300,3.0669,3613.9844,5153
21.7993,19.6581,6.4474,1.6036,0.010400,1.2820,3.0628,3613.9844,5153
19.7747,19.5168,6.1675,1.6772,0.015800,1.2216,3.2255,3613.9844,5153
20.6988,19.9812,5.4028,1.7418,0.009800,1.0291,3.0720,3613.9844,5153
24.1476,20.1110,6.2139,1.7572,0.012100,1.0398,3.0586,3613.9844,5153
19.9753,20.0118,6.6758,1.7522,0.010700,1.1211,3.0689,3613.9844,5153
18.4901,20.0875,5.8093,1.7111,0.010500,1.2822,3.0618,3613.9844,5153
22.1081,19.8075,5.3881,1.5718,0.010100,1.2588,3.0639,3613.9844,5153
19.9110,20.0494,6.7059,1.7254,0.012200,1.1614,3.3720,3613.9844,5153
21.6516,20.0668,6.3218,1.7396,0.015500,1.0210,3.2921,3613.9844,5153
23.2275,20.0392,7.0375,1.6179,0.011000,1.0626,3.3208,3613.9844,5153
19.2903,20.2914,5.6722,1.4929,0.020400,0.9503,3.3024,3613.9844,5153
23.8946,21.1007,7.1695,1.7899,0.011400,0.9872,3.1508,3613.9844,5153
22.1709,19.5675,4.1715,1.6077,0.013000,0.9817,3.1130,3613.9844,5153
18.6770,19.6730,5.5662,1.7481,0.010400,0.9979,3.1437,3613.9844,5153
22.0022,19.6061,5.1439,1.8709,0.011300,0.9790,3.1343,3613.9844,5153
19.5829,20.2878,3.9487,1.9149,0.012900,0.9987,3.1446,3613.9844,5153
20.5397,20.0985,5.6758,1.9507,0.012600,0.9031,3.2912,3613.9844,5153
22.3466,20.2629,3.9756,1.6619,0.009900,1.4064,3.2747,3613.9844,5153
20.1327,20.3377,4.3840,1.7358,0.013300,0.9668,3.3639,3613.9844,5153
23.7900,20.7984,6.4653,1.7521,0.010500,1.1828,3.1509,3613.9844,5153
19.6745,20.9028,7.1756,1.5902,0.010300,1.2767,3.1457,3613.9844,5153
20.6210,20.1884,5.0103,1.6742,0.009500,1.3352,3.3260,3613.9844,5153
21.5818,19.8003,7.2893,1.5791,0.011200,1.2511,3.3270,3613.9844,5153
22.3498,20.4397,7.5930,1.8002,0.013500,1.0206,3.3219,3613.9844,5153
21.1990,20.2775,6.1518,1.6936,0.013000,0.9593,3.3034,3613.9844,5153
22.0034,20.7544,5.5339,1.9230,0.012700,0.8893,3.2901,3613.9844,5153
21.2785,20.6258,5.3129,1.5789,0.025800,1.0186,3.3321,3613.9844,5153
22.5659,20.0543,4.2892,1.9088,0.014100,1.0008,3.1611,3613.9844,5153
19.6828,19.7145,4.1642,1.8043,0.010000,0.9616,3.0966,3613.9844,5153
21.4892,20.0495,6.6356,1.9496,0.009400,1.2040,3.0761,3613.9844,5153
20.1593,19.8013,4.8091,1.6834,0.012000,1.1651,3.2155,3613.9844,5153
21.2013,20.8754,5.1114,1.7162,0.010200,1.1794,3.2880,3613.9844,5153
22.2359,20.2841,5.0470,1.6497,0.011900,0.7590,3.5328,3613.9844,5153
20.5849,20.7592,5.9931,1.4859,0.010900,1.1410,3.2369,3613.9844,5153
21.2115,20.1534,5.5634,1.6281,0.011700,1.0250,3.3317,3613.9844,5153
23.0040,19.4002,8.4594,1.6792,0.011900,1.2394,3.3485,3614.9844,5153
19.2489,20.3350,5.9331,1.8003,0.010900,1.0511,3.2154,3614.9844,5153
21.1972,19.6083,6.9085,1.8684,0.010300,1.1085,3.0934,3614.9844,5153
24.0191,19.4856,6.3702,1.7142,0.009600,1.1952,3.1139,3614.9844,5153
19.7839,19.7592,5.4303,1.7305,0.011100,1.2039,3.1314,3615.1094,5153
19.4400,19.9134,6.7251,1.8854,0.009500,1.3101,3.1160,3615.1094,5153
20.6193,20.3747,6.3535,1.6159,0.010100,1.2126,3.0864,3615.1094,5153
21.8651,20.3102,6.0544,1.6528,0.009300,1.3422,3.2369,3615.1094,5153
20.9565,20.1411,6.2961,1.4571,0.014700,1.4673,3.2440,3615.1094,5153
22.1505,19.8449,4.5291,1.6159,0.009600,1.2987,3.0668,3615.1094,5153
21.2857,20.1517,5.7420,1.7152,0.010000,1.1221,3.0525,3615.1094,5153
21.6123,20.3064,5.6347,1.7510,0.010500,1.1600,3.0494,3615.1094,5153
19.1726,19.6792,4.7397,1.6373,0.009600,1.3655,3.0453,3615.1094,5153
20.8332,20.2466,5.4295,1.7510,0.009700,1.2408,3.1991,3615.1094,5153
21.8123,19.9788,5.5965,1.6240,0.009600,1.3642,3.0424,3615.1094,5153
21.3995,20.0412,6.3635,1.7080,0.010500,1.1652,3.0577,3615.1094,5153
23.6751,20.0845,7.0388,1.6118,0.009700,1.2780,3.0771,3615.1094,5153
18.0105,20.2908,5.5965,1.5956,0.010400,1.3804,3.0843,3615.1094,5153
20.7605,20.0492,6.4232,1.6578,0.010200,1.3593,3.0689,3615.1094,5153
20.3279,19.8122,5.3463,1.6580,0.010700,1.2782,3.0638,3615.1094,5153
22.2401,19.9723,5.9749,1.7151,0.010000,1.2782,3.0986,3615.1094,5153
19.7359,20.1407,4.7065,1.9231,0.010400,1.0695,3.1130,3615.1094,5153
22.6394,20.4140,5.8357,1.6568,0.009700,1.3516,3.1223,3615.1094,5153
21.2359,19.9640,4.6262,1.6844,0.013500,1.0260,3.1568,3615.1094,5153
20.1989,20.1736,4.7038,1.7908,0.010600,1.0654,3.1385,3615.1094,5153
21.6825,20.0487,5.3047,1.6559,0.009700,1.3833,3.1121,3615.1094,5153
25.1348,20.4903,5.0431,1.8954,0.010100,1.1372,3.0975,3615.1094,5153
18.5889,20.4181,7.4369,1.6681,0.009500,1.1212,3.0801,3615.1094,5153
20.8273,20.3404,4.4827,1.7287,0.010400,1.0810,3.0966,3615.1094,5153
21.0034,20.3041,4.8509,1.7880,0.010600,1.2939,3.0658,3615.1094,5153
21.7906,20.1731,5.3172,1.6456,0.010300,1.1814,3.1007,3615.1094,5153
22.3511,20.0745,5.9697,1.7131,0.010000,1.3159,3.1119,3615.1094,5153
21.1676,20.1661,5.5768,1.6793,0.010100,1.3248,3.1129,3615.1094,5153
19.0796,20.4787,6.8179,1.7398,0.010500,1.2358,3.1305,3615.1094,5153
23.2459,20.1974,8.4216,1.7204,0.010800,1.2728,3.1528,3615.1094,5153
20.3067,20.5068,4.7709,1.6835,0.010600,1.3436,3.1160,3615.1094,5153
20.8029,20.3454,6.7185,1.6753,0.010100,1.3786,3.1212,3615.1094,5153
21.5506,20.3640,5.6374,2.0553,0.009700,0.9842,3.1119,3615.1094,5153
20.6520,20.3622,4.4706,1.5852,0.010900,1.3074,3.0977,3615.1094,5153
20.6171,20.3727,5.9183,1.6711,0.009900,1.3495,3.0955,3615.1094,5153
24.4913,20.2507,6.2243,1.5492,0.010000,1.3613,3.0658,3615.1094,5153
19.4999,20.2053,4.4040,1.7214,0.009900,1.0129,3.0781,3615.1094,5153
21.4175,20.3909,5.4661,1.6323,0.010100,1.3009,3.0649,3615.1094,5153
20.5529,20.3977,5.1383,1.7316,0.010400,1.1119,3.0659,3615.1094,5153
20.6713,20.1223,5.0536,1.7572,0.009400,1.1263,3.0587,3615.1094,5153
22.6062,20.0627,6.8941,1.9262,0.009600,1.0863,3.0566,3615.1094,5153
20.6057,20.1379,6.9391,1.5698,0.011000,1.1033,3.0637,3615.1094,5153
21.6825,20.0423,5.7393,1.9784,0.010500,0.9138,3.0630,3615.1094,5153
18.5283,19.8048,5.7602,1.5564,0.010200,1.1677,3.0464,3615.1094,5153
21.1897,19.7878,5.7378,1.6906,0.011800,0.9920,3.0269,3615.1094,5153
18.6650,20.0210,5.9560,2.0164,0.010100,0.9494,3.0402,3615.1094,5153
23.5913,20.2376,6.7622,1.6764,0.009900,1.2198,3.0413,3615.1094,5153
22.4596,20.0196,5.8705,1.7817,0.009500,1.0537,3.0647,3615.1094,5153
20.5817,19.7793,5.1287,1.9907,0.010200,1.2303,3.0814,3615.1094,5153
23.1449,20.2241,5.0165,2.0378,0.010000,1.2437,3.1079,3615.1094,5153
18.7494,20.0766,5.4863,1.7305,0.010700,1.1038,3.1149,3615.1094,5153
21.0767,19.9846,5.5072,1.7030,0.010200,1.3460,3.0832,3615.1094,5153
19.7279,20.0689,5.1272,1.8064,0.010600,1.1386,3.0486,3615.1094,5153
23.0673,20.6130,5.7435,1.6957,0.010600,1.2467,3.0699,3615.1094,5153
20.0155,20.1239,4.7536,1.6804,0.009800,0.8609,3.0372,3615.1094,5153
25.6517,20.3801,6.2069,1.9712,0.010200,1.2858,3.0433,3615.1094,5153
17.4286,19.7084,6.5319,1.9690,0.010400,1.0356,3.0689,3615.1094,5153
17.1204,19.9465,5.6991,1.7060,0.010100,1.2672,3.0300,3615.1094,5153
22.2774,19.3699,8.4271,1.7521,0.010200,1.2279,3.0095,3615.1094,5153
22.7909,20.0433,5.3858,1.9354,0.011400,1.0946,3.0311,3615.1094,5153
21.6261,19.9185,4.8535,1.6210,0.009900,1.2675,3.0024,3615.1094,5153
19.4418,20.0216,6.3462,1.6701,0.010200,1.4253,3.0413,3615.1094,5153
19.7567,19.7805,6.9664,1.5308,0.010100,1.2311,3.0453,3615.1094,5153
21.0979,20.0354,4.2079,1.6630,0.010000,1.0508,3.0690,3615.1094,5153
20.7617,19.6798,6.4237,1.8462,0.009700,1.0453,3.0719,3615.1094,5153
23.1006,20.1700,6.3444,1.7837,0.010000,1.0495,3.0986,3615.1094,5153
18.4778,19.8571,4.3047,1.6384,0.010800,1.2027,3.0721,3615.1094,5153
20.6625,20.1351,6.7410,1.8495,0.010300,1.0502,3.0585,3615.1094,5153
19.7828,19.5220,5.3884,1.8546,0.010500,1.0485,3.0976,3615.1094,5153
26.9838,20.1613,6.4213,2.0091,0.009700,0.8667,3.0998,3615.1094,5153
19.3841,20.5934,6.0880,1.9979,0.010000,1.3282,3.1272,3615.1094,5153
22.1144,20.1644,4.8671,1.7930,0.010000,1.0823,3.1181,3615.1094,5153
16.6446,20.2597,5.5226,1.7174,0.009800,1.1311,3.0770,3615.1094,5153
22.3523,20.7888,6.0885,2.0028,0.010700,1.0014,3.1141,3615.1094,5153
21.9124,20.3985,5.5923,1.5238,0.010400,1.2180,3.1140,3615.1094,5153
20.9597,20.1992,4.9661,1.7142,0.009700,1.0864,3.1006,3615.1094,5153
20.1971,19.9526,6.3795,1.4910,0.009500,1.3391,3.2862,3615.1094,5153
20.9853,20.0014,5.4548,1.6610,0.011000,0.9328,3.4621,3615.1094,5153
21.9651,19.9265,6.2539,1.7478,0.010200,0.8931,3.0299,3615.1094,5153
19.8930,20.1518,3.8712,1.7091,0.009500,0.9890,3.0475,3615.1094,5153
22.5751,20.3874,4.1970,1.8329,0.009900,1.0561,3.0557,3615.1094,5153
20.2296,20.2704,5.5529,1.7869,0.009400,1.2230,3.2061,3615.1094,5153
21.0435,19.7585,6.5899,1.6435,0.009900,1.0842,3.4134,3615.1094,5153
22.1627,20.2471,5.8774,1.6764,0.009400,1.0177,3.2205,3615.1094,5153
20.4436,20.1939,6.9413,1.6456,0.011900,0.9351,3.5335,3615.1094,5153
20.9201,20.5842,6.4785,1.7030,0.010000,1.0519,3.2409,3615.1094,5153
21.7434,19.4242,6.5069,1.9035,0.009500,0.8987,3.0832,3615.1094,5153
24.2358,19.3421,6.0643,1.6107,0.009300,1.3100,3.1139,3615.1094,5153
20.5179,19.4013,4.5584,1.8984,0.010500,1.2905,3.1068,3615.1094,5153
17.7728,19.8319,9.5215,1.7665,0.010800,1.1975,3.0854,3615.1094,5153
21.8901,20.0900,7.0753,1.8565,0.010700,1.0305,3.0597,3615.1094,5153
20.7416,20.1065,5.3545,1.5862,0.009100,1.3644,3.0823,3615.1094,5153
19.6192,20.1866,5.4237,1.9046,0.009500,1.1955,3.0618,3615.1094,5153
21.1566,20.2341,6.1624,1.6578,0.010300,1.0870,3.0607,3615.1094,5153
