FrameTime,GPUTime,GameThreadTime,GPU/LumenReflections,GPU/LumenScreenProbeGather,GPU/ShadowDepths,GPU/TemporalSuperResolution,GPUMem/LocalUsedMB,GPUMem/LocalBudgetMB
21.5098,23.9876,8.9278,2.8508,0.010200,1.0751,3.7406,3681.6719,5153
26.4614,24.7376,9.3576,2.4996,0.011200,1.0293,3.7038,3681.6719,5153
24.6876,25.2619,7.4998,2.3305,0.012400,1.3087,3.7428,3681.6719,5153
28.8669,26.1597,9.7345,2.2057,0.009500,1.3015,3.6200,3681.6719,5153
24.5063,25.8599,9.8585,2.2650,0.017600,0.9401,3.6361,3681.6719,5153
27.5567,25.4949,6.8375,2.3040,0.010200,0.9841,3.7232,3681.6719,5153
27.2770,25.5989,7.8212,2.3112,0.009700,1.0824,3.7396,3681.6719,5153
26.5251,24.2783,8.7873,2.2057,0.010000,1.0549,3.7467,3681.6719,5153
24.3724,23.7928,7.7965,2.1524,0.009800,1.0559,3.7855,3681.6719,5153
22.4905,24.1759,8.0108,2.1700,0.010300,1.3856,3.6260,3681.6719,5153
25.7823,24.4647,7.2704,2.4134,0.010400,1.0481,3.7314,3681.6719,5153
27.0583,24.7960,8.4143,2.3132,0.011500,1.1607,3.6475,3681.6719,5153
26.8066,23.7627,8.8183,2.3459,0.010000,1.0407,3.6701,3681.6719,5153
22.8075,24.0367,11.3862,2.4534,0.014800,0.9466,3.6925,3681.6719,5153
24.5905,24.7533,7.6583,2.2529,0.010600,1.2981,3.5952,3681.6719,5153
24.8426,24.0560,9.9473,2.6049,0.012000,1.1390,3.5644,3681.6719,5153
27.6128,25.9167,8.6168,2.1513,0.010100,0.9803,4.0570,3681.6719,5153
25.4742,25.3454,10.0974,2.2651,0.016600,1.1529,3.6454,3681.6719,5153
28.1772,25.4750,7.0071,2.3983,0.010700,1.3320,3.6126,3681.6719,5153
23.9947,25.2437,7.1311,2.2181,0.010900,0.9718,3.6199,3681.6719,5153
24.9366,23.9551,7.4281,2.3276,0.008900,0.9277,3.6525,3681.6719,5153
24.7235,24.1512,5.1305,2.1626,0.010700,0.9373,3.7201,3681.6719,5153
27.5544,24.4480,6.9513,2.3255,0.024800,1.2634,3.6845,3681.6719,5153
24.9479,23.4914,6.6866,2.5354,0.010100,1.1258,3.5840,3681.6719,5153
23.9325,24.0100,5.4556,2.4065,0.010000,1.1174,3.9076,3681.6719,5153
25.4947,24.0719,8.1858,2.4392,0.010100,1.2262,3.6599,3681.6719,5153
27.0917,24.4130,5.7097,2.2222,0.010300,0.9298,3.9597,3681.6719,5153
24.1629,24.4293,7.7567,2.1380,0.010700,1.1994,3.6967,3681.6719,5153
27.0700,24.7450,7.8025,2.2866,0.011100,1.1344,3.7816,3681.6719,5153
22.7690,25.4543,4.8649,2.3205,0.010600,0.9327,3.6557,3681.6719,5153
27.0121,24.3300,8.5504,2.3776,0.010700,1.0632,3.6272,3681.6719,5153
27.8361,23.8690,5.6491,2.3808,0.009900,0.8419,3.7060,3681.6719,5153
22.9273,25.1158,6.5143,2.3163,0.016800,1.1759,3.7519,3681.6719,5153
26.0243,24.5725,6.6920,2.1944,0.010800,0.9738,3.5809,3681.6719,5153
25.5809,23.6808,7.3596,2.1299,0.011800,1.0491,3.6097,3681.6719,5153
23.7847,24.1418,6.7116,2.3224,0.009800,1.1858,3.7775,3681.6719,5153
30.0924,24.6576,6.5486,2.5130,0.009800,1.1328,3.7254,3681.6719,5153
21.2358,24.2310,4.8075,2.4800,0.010600,1.1211,3.6567,3681.6719,5153
26.4136,23.7641,4.9515,2.4525,0.009900,1.0034,3.6699,3681.6719,5153
26.8401,25.8506,7.7553,2.4516,0.011900,1.0062,3.7509,3681.6719,5153
25.6484,25.4176,6.2939,2.3152,0.010100,1.0374,3.6802,3681.6719,5153
24.9390,25.2282,5.8061,2.3653,0.010200,1.2672,3.6219,3681.6719,5153
26.0551,25.4201,7.2015,2.2467,0.010600,1.0073,3.7345,3681.6719,5153
26.0707,25.6847,6.9133,2.3225,0.010600,1.1184,3.6639,3681.6719,5153
29.1061,24.9643,7.1489,2.1431,0.011800,1.1687,3.6741,3681.6719,5153
23.1301,25.1595,6.7882,2.0152,0.010200,1.2717,3.6311,3681.6719,5153
25.1152,24.5505,7.8679,2.6226,0.012200,0.9908,3.8327,3681.6719,5153
27.1293,24.2351,6.1182,2.5815,0.009300,1.1490,3.6527,3681.6719,5153
22.9255,23.9961,5.5301,2.3275,0.019000,0.9407,3.6147,3681.6719,5153
24.8126,23.8108,8.0097,2.4719,0.010100,1.0742,3.8369,3681.6719,5153
26.0406,24.5773,4.7148,2.4546,0.010000,1.0406,3.6628,3681.6719,5153
25.1222,24.7965,6.6780,2.2292,0.010400,1.0702,3.5829,3681.6719,5153
27.1666,24.2771,5.0645,2.3786,0.011400,1.0494,3.5728,3681.6719,5153
25.0432,24.5030,6.8618,2.0962,0.009100,0.9952,3.6578,3681.6719,5153
23.1354,24.9250,7.6519,2.3880,0.010000,1.1770,3.7356,3681.6719,5153
25.2819,23.7787,6.4245,2.1237,0.010000,1.0272,3.7343,3681.6719,5153
25.0736,23.3731,5.3425,2.3337,0.014100,1.0279,3.5696,3681.6719,5153
27.0361,23.9896,5.5277,2.3327,0.020700,0.8854,3.8503,3681.6719,5153
25.7144,24.7568,6.2748,2.3984,0.010400,1.1632,3.6731,3681.6719,5153
21.8568,24.0110,8.2569,2.4628,0.015600,1.0836,3.6998,3681.6719,5153
29.6536,23.4183,7.4978,2.2506,0.009500,0.9835,3.6843,3681.6719,5153
24.4732,24.7609,7.3053,2.6799,0.009600,1.2293,3.7100,3681.6719,5153
22.2077,24.5694,4.8318,2.3909,0.011300,1.3299,3.6178,3681.6719,5153
27.2568,25.6265,6.0835,2.1135,0.011600,1.0120,3.6311,3681.6719,5153
29.1556,25.0642,6.1962,1.9291,0.011600,1.2073,3.6781,3681.6719,5153
25.7829,25.4837,9.9017,2.5386,0.010200,1.0897,3.6946,3681.6719,5153
26.4589,25.6060,5.6566,2.3777,0.014300,0.9523,3.6178,3681.6719,5153
24.5767,24.3368,7.6198,2.3531,0.009200,1.2860,3.8358,3681.6719,5153
26.0887,24.2378,5.4923,2.6942,0.010400,1.0283,3.8022,3682.6719,5153
26.1604,24.1791,7.7484,2.3727,0.010200,1.1639,3.5348,3682.6719,5153
24.5133,24.3360,7.2954,2.2027,0.009700,1.0252,3.6547,3682.6719,5153
27.5330,25.9560,4.5367,2.3704,0.009800,1.2255,3.7130,3682.6719,5153
28.4331,26.0331,6.0433,2.4586,0.009500,1.0279,3.6648,3682.6719,5153
23.4403,25.1349,8.2756,2.3993,0.009700,0.9946,3.6864,3682.6719,5153
26.6438,25.4924,8.2857,2.5273,0.014000,1.0193,3.6198,3682.6719,5153
23.2239,24.2421,6.3966,2.3827,0.010400,1.0911,3.5789,3682.6719,5153
26.5748,25.4898,7.1984,2.3512,0.024300,1.0541,3.5891,3682.6719,5153
29.2562,25.2585,6.4792,2.2886,0.010100,1.0731,3.8482,3682.6719,5153
26.5736,25.4954,7.0733,2.4874,0.009700,1.2394,3.6178,3682.6719,5153
22.9545,25.0750,5.8548,2.1616,0.016500,0.9828,3.6024,3682.6719,5153
27.9259,23.8675,8.4437,2.4422,0.009400,1.2044,3.6639,3682.6719,5153
27.3994,24.5043,5.2484,2.5519,0.010500,1.1021,3.7888,3682.6719,5153
26.1094,24.7762,6.7683,2.3696,0.010000,1.0429,3.6771,3682.6719,5153
23.5137,24.2506,7.9086,2.4290,0.010300,1.0407,3.6629,3682.6719,5153
21.3341,24.0650,4.4986,2.4514,0.009700,1.3072,3.7766,3682.6719,5153
29.4604,25.6814,4.1532,2.3645,0.010200,1.1630,3.6229,3682.6719,5153
27.9398,25.6984,5.8227,2.3111,0.023900,0.9502,3.5943,3682.6719,5153
26.5360,24.9761,7.0743,2.0809,0.009100,0.9574,3.7857,3682.6719,5153
23.8734,26.3382,6.5329,2.3450,0.012400,1.0119,3.6587,3682.6719,5153
26.1930,24.0828,8.0002,2.2292,0.012800,1.2688,3.6075,3682.6719,5153
26.5257,23.8463,6.3536,1.8996,0.012900,1.3129,3.6280,3682.6719,5153
22.7784,24.7247,7.0538,2.4391,0.010000,0.9975,3.6075,3682.6719,5153
28.0166,24.1651,5.7238,2.3104,0.012600,1.1835,3.6618,3682.6719,5153
22.1458,24.0158,8.2409,2.1657,0.012300,0.9331,3.7181,3682.6719,5153
25.9887,24.5271,6.4588,2.2734,0.015300,1.1113,3.6374,3682.6719,5153
25.2018,23.8913,4.9793,2.3111,0.012100,1.1477,3.7900,3682.6719,5153
25.4706,24.3419,7.1460,2.4711,0.012200,1.0684,3.6013,3682.6719,5153
26.2652,24.2341,6.3465,2.1298,0.010400,1.1645,3.5922,3682.6719,5153
26.9545,24.0320,4.9714,2.2609,0.013400,1.0007,3.7468,3682.6719,5153
25.2759,24.5583,7.7484,2.1105,0.010900,0.9577,3.7090,3682.6719,5153
22.3572,24.5623,8.0204,2.0153,0.010400,1.4284,3.7823,3682.6719,5153
29.1787,23.5690,4.8677,2.1811,0.010700,1.0258,3.6463,3682.6719,5153
22.0627,24.4900,5.2257,2.3776,0.009600,1.1515,3.7458,3682.6719,5153
26.3720,24.4350,6.6674,2.2251,0.010000,1.1456,3.7079,3682.6719,5153
23.7108,24.3034,6.0078,2.2220,0.010400,1.0289,3.7305,3682.6719,5153
24.5310,23.8087,8.0068,2.2405,0.022200,0.9898,3.5942,3682.6719,5153
26.4204,24.3615,4.4535,2.3194,0.012900,1.2129,3.8379,3682.6719,5153
28.8294,24.6402,5.3282,2.4555,0.013700,1.0257,3.7192,3682.6719,5153
24.6272,24.6469,6.4192,2.4934,0.010800,1.0523,3.6987,3682.6719,5153
27.3833,23.6734,6.8410,2.3766,0.009800,1.2281,3.7489,3682.6719,5153
19.7332,24.6407,7.3788,2.4639,0.009900,1.0711,3.7304,3682.6719,5153
30.3309,24.8516,7.2367,2.3174,0.010500,1.3719,3.6199,3682.6719,5153
25.7600,25.4685,8.0210,2.3643,0.012200,1.1125,3.7069,3682.6719,5153
24.6085,25.3159,6.6457,2.2353,0.010900,0.9173,3.7304,3682.6719,5153
27.7433,25.8392,8.7103,2.6103,0.009900,1.1816,3.5880,3682.6719,5153
28.8602,25.2320,5.2136,2.3040,0.009700,0.9132,3.6035,3682.6719,5153
23.3525,25.0840,6.6517,2.3952,0.009900,1.0272,3.7816,3682.6719,5153
28.7582,25.3113,8.6789,2.2989,0.013000,0.9643,3.6413,3682.6719,5153
24.0595,25.3563,7.2360,2.3797,0.012700,1.0786,3.6392,3682.6719,5153
25.0426,25.3750,7.2504,2.5109,0.009900,1.2063,3.8021,3682.6719,5153
26.0425,25.7260,6.3148,2.4934,0.010400,1.2531,3.7141,3682.6719,5153
28.2305,25.1824,6.7636,2.3000,0.009800,0.9803,3.6629,3682.6719,5153
27.4871,24.9233,6.9418,2.4258,0.010900,1.1888,3.6834,3682.6719,5153
21.4809,25.8237,6.6875,2.4934,0.010200,1.2660,3.7028,3682.6719,5153
26.0953,25.2611,6.1030,2.2949,0.009800,0.9908,3.6148,3682.6719,5153
28.1162,24.8304,7.9328,2.0632,0.009000,0.9957,3.6730,3682.6719,5153
24.8791,24.7226,6.9229,2.4689,0.009800,1.4283,3.6782,3682.6719,5153
24.8624,25.2730,4.9104,2.4699,0.009900,0.9938,3.5317,3682.6719,5153
27.3109,25.0129,8.9015,2.4657,0.018400,0.9890,3.6002,3682.6719,5153
24.9386,24.8215,7.5310,2.1248,0.011100,0.9222,4.0979,3682.6719,5153
26.6273,25.4545,5.5748,2.4721,0.009700,1.3694,3.6033,3682.6719,5153
26.5762,24.9267,7.9001,2.0848,0.016500,0.6392,4.0562,3682.6719,5153
25.1801,24.9718,7.0447,2.4842,0.010200,1.2183,3.7653,3682.6719,5153
33.6314,24.3532,5.4207,2.4116,0.014200,1.0150,3.7489,3682.6719,5153
18.7966,24.5078,6.9124,2.5088,0.009600,1.0276,3.6761,3682.6719,5153
26.0454,24.0579,11.0497,2.2927,0.011500,0.9276,3.7182,3682.6719,5153
24.2121,25.3933,5.4362,2.4219,0.010400,1.3227,3.8850,3682.6719,5153
29.4984,25.8589,8.3189,2.3317,0.011100,0.9887,3.6926,3682.6719,5153
24.7744,25.7344,6.1516,2.3183,0.014000,1.0275,3.6853,3682.6719,5153
33.8430,25.5409,8.0844,2.7505,0.008900,1.0123,3.8012,3682.6719,5153
19.1748,25.6670,7.0094,2.4852,0.009900,1.0141,3.6782,3682.6719,5153
28.7618,25.3973,8.2888,2.3932,0.009900,1.1209,3.7212,3682.6719,5153
27.1761,25.5932,6.9765,2.4626,0.009000,1.0905,3.8042,3682.6719,5153
22.7827,25.9167,6.9306,2.1279,0.013200,0.9922,3.6843,3682.6719,5153
27.7464,25.3637,6.7137,2.2611,0.009900,1.3414,3.7027,3682.6719,5153
28.4496,24.9943,6.3360,2.5734,0.009700,0.9502,3.8175,3682.6719,5153
32.2339,25.7641,7.4120,2.5344,0.012700,0.9842,3.6567,3682.6719,5153
19.6648,25.3818,5.9085,2.4330,0.009700,1.0989,3.7048,3682.6719,5153
25.6012,25.5200,7.0330,2.6110,0.009200,1.0704,3.7939,3682.6719,5153
26.5043,25.8321,8.1421,2.6092,0.010000,1.1221,3.6597,3682.6719,5153
30.7876,25.3246,6.1921,2.4052,0.009700,1.3760,3.6412,3682.6719,5153
24.0802,25.1147,7.1425,2.3625,0.009600,1.1996,3.7714,3682.6719,5153
27.5096,26.0202,5.6229,2.3305,0.009800,1.0084,3.7059,3682.6719,5153
25.8702,25.1640,7.0489,2.2426,0.010500,1.0290,3.6832,3682.6719,5153
24.4895,25.1964,7.7812,2.5160,0.012600,1.1039,3.7653,3682.6719,5153
27.4604,25.6684,4.9420,2.1523,0.010000,1.2448,3.6732,3682.6719,5153
28.8863,25.4849,7.5134,2.5436,0.010400,1.2763,3.6812,3682.6719,5153
23.6408,25.4278,8.5869,2.3911,0.010000,0.9610,3.7519,3682.6719,5153
25.2194,25.6426,7.8013,2.3111,0.010100,1.0034,3.5880,3682.6719,5153
28.2143,25.7364,5.3753,2.3439,0.009800,1.2184,3.6608,3682.6719,5153
29.4626,25.5981,6.6461,2.5281,0.012200,1.2855,3.6586,3682.6719,5153
21.8293,25.3600,5.8712,2.5622,0.010400,1.0404,3.7089,3682.6719,5153
28.0264,24.6958,8.1938,2.3941,0.010400,1.2282,3.6679,3682.6719,5153
24.9188,24.9603,6.7589,2.4186,0.009900,1.1927,3.7110,3682.6719,5153
27.4810,25.0567,5.1657,2.3491,0.009100,1.0100,3.7325,3682.6719,5153
24.4632,25.4417,8.6856,2.4648,0.015900,1.0652,3.6272,3682.6719,5153
25.9526,25.2758,6.8336,2.3747,0.010200,1.3181,3.6813,3682.6719,5153
25.7181,25.0762,5.4680,2.3778,0.009400,1.0718,3.7141,3682.6719,5153
26.3564,25.6059,8.5277,2.4197,0.010700,1.0235,3.6231,3682.6719,5153
30.2743,25.1039,7.1177,2.2907,0.009600,0.9965,3.6803,3682.6719,5153
25.2932,25.0747,8.4114,2.3920,0.010200,1.1029,3.7355,3682.6719,5153
26.6422,25.7419,4.8297,2.3859,0.010700,1.3192,3.6752,3682.6719,5153
25.0400,25.5142,8.7276,2.2569,0.009900,0.9045,3.5564,3682.6719,5153
27.4815,24.5031,7.4246,2.2896,0.009500,1.1871,3.7326,3682.6719,5153
26.6312,25.6550,6.7862,2.0686,0.016100,1.0164,3.5921,3682.6719,5153
25.8802,25.7414,6.4224,2.2855,0.012000,1.1433,3.6403,3682.6719,5153
25.9494,25.4654,9.0561,2.2291,0.010900,1.0564,3.7314,3682.6719,5153
23.6160,24.1377,6.1551,2.1115,0.010800,0.9484,4.0733,3682.6719,5153
27.2439,24.3100,7.6167,2.3327,0.011900,1.2283,3.7099,3682.6719,5153
24.2884,24.0829,6.8456,2.5190,0.010200,0.9554,3.6987,3682.6719,5153
28.6411,24.5282,5.2687,2.2344,0.012800,1.0392,3.9732,3682.6719,5153
24.7970,25.0268,8.4973,2.3960,0.010700,1.3514,3.7458,3682.6719,5153
25.3250,24.2600,7.1909,2.3778,0.009800,1.4431,3.6392,3682.6719,5153
22.8773,24.2798,4.7813,2.2640,0.011900,1.0127,3.7520,3682.6719,5153
27.4377,25.1034,7.4501,2.4147,0.009400,1.3540,3.5737,3682.6719,5153
28.2807,25.6467,4.8985,2.2190,0.010300,0.9834,3.6208,3682.6719,5153
24.9799,25.1934,8.1971,2.5303,0.009600,1.0347,3.8451,3682.6719,5153
27.1305,25.3471,8.6267,2.4085,0.011800,1.0003,3.6024,3682.6719,5153
24.0823,25.9375,10.2603,2.4443,0.010600,1.2004,3.6576,3682.6719,5153
27.8229,25.0869,7.4564,2.1800,0.010000,1.0315,3.7428,3682.6719,5153
29.0988,25.9571,8.0285,2.4351,0.014400,1.0508,3.7663,3682.6719,5153
26.3014,25.3598,7.9512,2.4392,0.010100,1.4842,3.6578,3682.6719,5153
22.8463,25.2203,7.1663,2.3141,0.010300,0.9881,3.6598,3682.6719,5153
29.3276,24.1610,6.0794,2.3121,0.011500,1.0026,3.6885,3682.6719,5153
27.0738,25.6198,6.2114,2.2273,0.013300,0.8849,3.6373,3682.6719,5153
23.6393,25.7301,8.0088,2.3531,0.009800,0.9662,3.6588,3682.6719,5153
29.0150,24.9227,6.3397,2.3316,0.010800,1.0291,3.7417,3682.6719,5153
23.6967,25.5765,5.4935,2.2058,0.010600,0.8726,3.6894,3682.6719,5153
25.6478,25.0043,7.1901,2.4759,0.009800,1.0256,3.6619,3682.6719,5153
26.5347,25.2852,6.7202,2.3019,0.010800,1.0146,3.7580,3682.6719,5153
26.8153,25.7241,6.3017,2.5447,0.010600,1.1329,3.6014,3682.6719,5153
26.4386,25.1397,8.5401,2.0839,0.010600,0.9494,3.8734,3682.6719,5153
26.2211,25.0641,6.6450,2.0347,0.010100,1.4022,3.7294,3682.6719,5153
24.4097,25.7593,6.2547,2.4669,0.011000,1.0381,3.7621,3682.6719,5153
25.7609,25.1299,7.0359,2.3521,0.011000,1.3249,3.6250,3682.6719,5153
26.1439,24.1536,5.5548,2.0695,0.011200,0.8055,3.9517,3682.6719,5153
27.4923,24.5798,7.2497,2.3440,0.010800,1.0373,3.7662,3682.6719,5153
23.6333,24.7928,9.8801,2.2672,0.010000,0.8782,3.6424,3682.6719,5153
25.7893,24.2273,5.0340,2.1893,0.010400,1.0541,3.5983,3682.6719,5153
25.4060,24.0782,7.7526,2.2426,0.009200,0.9239,3.8226,3682.6719,5153
27.0627,25.2070,7.3748,2.3910,0.010800,1.0130,3.6290,3682.6719,5153
26.3648,25.3951,5.6544,2.2897,0.010800,0.9519,3.6475,3682.6719,5153
27.2155,25.1715,7.5936,2.3645,0.010400,1.0186,3.7264,3682.6719,5153
24.5194,25.2275,6.5627,2.3951,0.010500,0.9933,3.7940,3682.6719,5153
24.5869,24.2477,5.5210,2.5047,0.010900,1.0002,3.7447,3682.6719,5153
27.0490,23.9713,6.9150,2.3223,0.009700,0.9943,3.6578,3682.6719,5153
24.4988,25.1919,5.9611,2.2630,0.009900,1.0315,3.7029,3682.6719,5153
23.2579,25.5682,5.8301,2.3993,0.011800,1.0866,3.5973,3682.6719,5153
31.8670,25.8706,6.6358,2.2466,0.012100,0.9486,3.6116,3682.6719,5153
25.1565,25.1380,5.6059,2.1382,0.015900,1.0347,3.8032,3682.6719,5153
28.6137,25.9838,6.8101,2.4198,0.009700,1.0688,3.8051,3682.6719,5153
26.9823,24.3661,5.9175,2.4249,0.010000,0.7000,3.7437,3682.6719,5153
21.8849,23.7301,5.8079,2.3430,0.010400,1.0152,3.7130,3682.6719,5153
24.2893,24.3667,7.5541,2.4003,0.010100,1.0397,3.7939,3682.6719,5153
28.7865,25.6407,8.5678,2.1586,0.010500,1.3187,3.6978,3682.6719,5153
24.7403,25.6187,6.0173,2.3829,0.011900,0.9805,3.6988,3682.6719,5153
25.4788,25.1900,10.1822,2.4790,0.009200,1.1941,3.6771,3682.6719,5153
26.9377,25.7009,9.8631,2.0972,0.010100,1.0291,3.6137,3682.6719,5153
25.5697,25.4657,9.1217,2.3614,0.009900,1.4024,3.7234,3682.6719,5153
32.4818,25.1753,9.5341,2.6123,0.010000,1.2461,3.7581,3682.6719,5153
18.5718,24.0286,9.0641,2.6542,0.010600,1.0648,3.6271,3682.6719,5153
26.4893,24.7646,8.9376,2.4627,0.011200,1.0277,3.6014,3682.6719,5153
26.5271,25.2945,12.1028,2.3143,0.009300,1.3266,3.7653,3682.6719,5153
27.5536,25.6592,6.8326,2.2374,0.010100,1.2997,3.6125,3682.6719,5153
25.7861,25.6621,11.6367,2.3522,0.012000,1.0582,3.5318,3682.6719,5153
26.1380,24.8140,9.7459,2.1903,0.009600,1.0822,3.7470,3682.6719,5153
27.0435,25.5969,6.5048,2.4985,0.009900,1.1036,3.7837,3682.6719,5153
31.3092,25.7835,7.0703,2.5517,0.009200,0.9990,3.6997,3682.6719,5153
20.6601,24.2808,6.7393,2.7197,0.009000,1.1354,3.6833,3682.6719,5153
24.9219,24.3455,10.4218,2.2282,0.011300,0.7916,3.7479,3682.6719,5153
32.9805,25.8937,7.0845,2.2639,0.011900,1.0340,3.6597,3682.6719,5153
19.6495,25.9185,8.7935,2.3909,0.010100,1.2601,3.7109,3682.6719,5153
31.5631,25.5786,6.8801,2.4339,0.009000,1.0675,3.7120,3682.6719,5153
22.9470,25.5921,6.7625,2.2927,0.010400,0.9219,3.6762,3682.6719,5153
27.5662,25.3939,8.4957,2.4329,0.010900,1.0275,3.7100,3682.6719,5153
27.8275,25.3481,12.8935,2.4598,0.010300,1.0412,3.8350,3682.6719,5153
25.7786,25.5418,11.1490,2.5816,0.010300,1.0736,3.6208,3682.6719,5153
23.7469,24.5675,7.5068,2.1361,0.010600,0.9421,3.6199,3682.6719,5153
26.6355,25.2680,5.2086,2.4751,0.009600,0.9562,3.7909,3682.6719,5153
29.9246,25.8278,5.0099,2.2272,0.010900,1.1370,3.7008,3682.6719,5153
27.0066,25.8880,5.2831,2.1780,0.010500,1.3530,3.7070,3682.6719,5153
25.6111,25.4729,5.3977,2.4954,0.010200,1.2218,3.7949,3682.6719,5153
26.6496,25.7280,6.6006,2.3870,0.010000,1.2061,3.7018,3682.6719,5153
27.8083,25.4544,7.6114,2.2252,0.011200,0.9831,3.6444,3682.6719,5153
22.9974,25.4363,8.5804,2.4595,0.016100,1.0088,3.7581,3682.6719,5153
27.6828,25.9693,8.7060,2.4874,0.010000,1.0753,3.6812,3682.6719,5153
29.4358,25.4728,7.9977,2.4608,0.010800,1.2298,3.6578,3682.6719,5153
22.8055,25.3790,6.7289,2.2876,0.011000,1.0921,3.8000,3682.6719,5153
27.4851,25.9047,7.5961,2.4842,0.012100,1.0139,3.6988,3682.6719,5153
26.8068,25.5448,6.9911,2.3153,0.010000,1.3866,3.6793,3682.6719,5153
29.5908,25.0829,8.0538,2.4924,0.009800,1.1521,3.7897,3682.6719,5153
26.9657,25.7467,8.0734,2.7546,0.012000,1.0858,3.6801,3682.6719,5153
25.5037,25.8343,9.2179,2.7372,0.010100,1.0529,3.6536,3682.6719,5153
27.6827,25.4464,8.2344,2.5067,0.009500,1.1029,3.5359,3682.6719,5153
25.8896,25.5807,8.1988,2.4536,0.009500,0.9922,3.5595,3682.6719,5153
26.2593,25.8831,6.3217,2.4178,0.009300,1.0016,3.7265,3682.6719,5153
33.5087,25.3073,9.8357,2.2200,0.009700,1.0582,3.6874,3682.6719,5153
26.8042,24.9831,9.5287,2.4290,0.015800,0.9707,3.6352,3682.6719,5153
24.6962,24.6627,5.7700,2.4157,0.009900,1.0311,3.7653,3682.6719,5153
28.1902,25.4709,6.2053,2.2179,0.010300,1.1588,3.6761,3682.6719,5153
27.1029,25.7639,5.2658,2.3265,0.009800,1.0114,3.6403,3682.6719,5153
25.3581,25.0890,5.1993,2.2201,0.009900,1.0449,3.7735,3682.6719,5153
25.1654,25.5833,8.4538,2.4915,0.010500,1.0214,3.7038,3682.6719,5153
28.7702,25.5093,9.8995,2.5057,0.009800,1.1928,3.6699,3682.6719,5153
23.7899,25.2252,10.0267,2.7453,0.013900,1.0799,3.7141,3682.6719,5153
28.6716,25.5158,7.6671,2.8149,0.010600,0.9172,3.6925,3682.6719,5153
25.8210,25.1426,5.6596,2.8038,0.014400,1.0805,3.6341,3682.6719,5153
25.1922,25.0105,8.7917,2.3634,0.013400,1.0023,3.8163,3682.6719,5153
25.9972,25.6981,9.1086,2.1872,0.013900,1.1012,3.6822,3682.6719,5153
27.5844,25.9686,9.3015,2.1636,0.009400,1.2477,3.6577,3682.6719,5153
25.1196,25.8289,7.0695,2.4648,0.012500,1.0461,3.7100,3682.6719,5153
27.8518,25.8341,6.6791,2.0113,0.012300,1.1364,3.6751,3682.6719,5153
24.5248,25.4218,8.5497,2.3245,0.010400,1.2862,3.6526,3682.6719,5153
27.7738,25.0411,6.4624,2.3409,0.015300,0.8973,3.6741,3682.6719,5153
25.7562,25.6965,6.2973,2.4157,0.010700,1.1869,3.7765,3682.6719,5153
26.3270,25.1034,8.9852,2.3491,0.010200,1.2270,3.7447,3682.6719,5153
24.4215,25.8027,6.3496,2.2660,0.011700,1.0358,3.6976,3682.6719,5153
26.8628,24.9317,9.1078,2.4557,0.010900,1.0566,3.7612,3682.6719,5153
25.4271,25.4976,7.5944,2.4566,0.010300,1.0526,3.7345,3682.6719,5153
30.2026,25.3441,5.5116,2.5704,0.013100,1.0958,3.6915,3682.6719,5153
26.2317,25.6964,9.1141,2.4228,0.010700,1.3591,3.7417,3682.6719,5153
26.7763,25.9636,8.3305,2.8180,0.011200,1.0534,3.6967,3682.6719,5153
31.0747,25.4066,7.2323,2.7903,0.013300,1.1101,3.6761,3682.6719,5153
22.1732,25.7071,9.3993,2.3952,0.015300,0.9410,3.7979,3682.6719,5153
28.1037,25.4268,8.2164,2.5855,0.011700,0.9059,3.6996,3682.6719,5153
28.3109,26.0797,6.2183,2.4156,0.015500,1.4699,3.8432,3682.6719,5153
20.8890,26.1007,6.2958,2.3972,0.010400,1.0360,3.8521,3682.6719,5153
27.1320,26.0701,8.7011,2.4177,0.011900,1.0444,3.7088,3682.6719,5153
34.0718,25.8390,7.1360,2.4565,0.009000,1.4021,3.6854,3682.6719,5153
20.8196,26.0223,6.5749,2.8558,0.010900,1.0937,3.7847,3682.6719,5153
26.3153,26.1789,8.5187,2.5508,0.009200,1.0907,3.6466,3682.6719,5153
28.7959,26.0549,9.0587,2.2814,0.009900,1.0186,3.7653,3682.6719,5153
26.3305,25.4133,8.3283,2.3623,0.010100,0.9085,3.7357,3682.6719,5153
28.2055,26.2427,6.2354,2.8109,0.010400,1.0552,3.6771,3682.6719,5153
29.0596,25.0402,7.0913,2.7810,0.011000,1.0980,3.6873,3682.6719,5153
25.5186,25.3172,9.4866,2.8272,0.010300,1.1137,3.7376,3682.6719,5153
25.0803,25.6370,7.8474,2.4524,0.011000,1.0184,3.6556,3682.6719,5153
27.4306,25.9249,6.9917,2.4812,0.013100,1.0675,3.7346,3682.6719,5153
26.0178,25.6450,5.9892,2.4299,0.010100,1.2757,3.7346,3682.6719,5153
27.5290,25.9206,7.0947,2.5795,0.010000,1.0470,3.6967,3682.6719,5153
27.2480,25.7476,6.5460,2.4576,0.010200,0.9982,3.7140,3682.6719,5153
22.4968,25.3683,6.2344,2.2569,0.018700,1.0127,3.7816,3682.6719,5153
29.4164,25.6621,7.2245,2.8355,0.010900,1.0554,3.6854,3682.6719,5153
25.9023,25.2147,8.4043,2.4883,0.009300,1.0900,3.6649,3682.6719,5153
23.9386,25.2203,6.5982,2.4565,0.010900,1.0355,3.6998,3682.6719,5153
